Termo,Quantidade,Stemmer
1020,1,NoStem
nominado,1,NoStem
parceria,8,NoStem
características,54,NoStem
sangue,2,NoStem
1019,1,NoStem
reportou,1,NoStem
ínfima,1,NoStem
1015,1,NoStem
1013,1,NoStem
fagner,1,NoStem
3677,3,NoStem
3678,1,NoStem
nominada,2,NoStem
desconfiado,2,NoStem
3690,1,NoStem
notificar,2,NoStem
3691,2,NoStem
postula,28,NoStem
3692,1,NoStem
extraordinária,8,NoStem
vitima,35,NoStem
3693,1,NoStem
absorvido,1,NoStem
1032,2,NoStem
1031,2,NoStem
1030,1,NoStem
­,12,NoStem
absorvida,2,NoStem
·,2,NoStem
restantes,3,NoStem
fiscalizados,5,NoStem
º,235,NoStem
juízasintegrantes,1,NoStem
consoanteconsta,1,NoStem
201501002890,1,NoStem
fiscalizador,2,NoStem
201501002896,2,NoStem
tvsat,3,NoStem
200940600113,1,NoStem
motivo,384,NoStem
considernndo,1,NoStem
1044,1,NoStem
1043,2,NoStem
201501012210,2,NoStem
1042,1,NoStem
instaurada,8,NoStem
festa,21,NoStem
1039,1,NoStem
extraordinário,179,NoStem
201501000264,1,NoStem
instaurado,2,NoStem
inconcebível,18,NoStem
3699,1,NoStem
à,8978,NoStem
á,110,NoStem
201274000938,1,NoStem
â,1,NoStem
è,5,NoStem
é,8138,NoStem
s002,1,NoStem
1052,1,NoStem
ínfimo,31,NoStem
curativo,1,NoStem
1050,9,NoStem
201040201849,1,NoStem
ó,10,NoStem
201445202837,1,NoStem
1048,1,NoStem
inspetor,1,NoStem
1047,1,NoStem
perpassados,1,NoStem
jusbrasil,3,NoStem
1045,7,NoStem
ú,3,NoStem
lançou,2,NoStem
interpostoem,1,NoStem
1066,1,NoStem
priscilla,4,NoStem
1064,1,NoStem
1063,2,NoStem
1062,1,NoStem
tomkewitz,1,NoStem
1060,130,NoStem
satelitário,2,NoStem
201401004505,2,NoStem
constrições,1,NoStem
nominalà,1,NoStem
pacificado,87,NoStem
201140603032,1,NoStem
flor,6,NoStem
assaltantes,3,NoStem
jugada,6,NoStem
20110710091144acj,1,NoStem
201301006188,2,NoStem
1077,1,NoStem
1076,1,NoStem
1074,6,NoStem
1073,7,NoStem
200955502356,1,NoStem
tereza,5,NoStem
reclmante,1,NoStem
arcaria,1,NoStem
colegas,12,NoStem
lotérica,2,NoStem
ditames,18,NoStem
1087,1,NoStem
1086,2,NoStem
ventava,1,NoStem
1085,1,NoStem
1084,1,NoStem
rechaçando,1,NoStem
1083,1,NoStem
1081,1,NoStem
assuas,1,NoStem
yusef,1,NoStem
aroaldo,1,NoStem
1091,2,NoStem
1090,1,NoStem
embora,345,NoStem
evânio,1,NoStem
1099,2,NoStem
1098,1,NoStem
calibri,3,NoStem
1095,1,NoStem
soraia,1645,NoStem
1093,1,NoStem
1092,1,NoStem
administrava,1,NoStem
acrodo,2,NoStem
banalizar,14,NoStem
recursale,2,NoStem
titularizado,1,NoStem
evinte,1,NoStem
tacrsp,3,NoStem
viambos,7,NoStem
exibem,1,NoStem
cassar,5,NoStem
gerações,9,NoStem
combalidos,1,NoStem
telecomunicaçoes,2,NoStem
corroboradas,2,NoStem
existente,191,NoStem
descabendo,2,NoStem
quaestiocinge,1,NoStem
raabe,3,NoStem
adriana,21,NoStem
201201001986,2,NoStem
imperam,2,NoStem
precauções,2,NoStem
rt774,1,NoStem
rediscutir,34,NoStem
mogno,2,NoStem
complexidade’,1,NoStem
quantitativo,11,NoStem
18h55min,1,NoStem
custa,5,NoStem
201201001977,9,NoStem
indenizardanos,1,NoStem
construtoraconhecido,1,NoStem
inscrição,522,NoStem
arquivista,2,NoStem
articulados,10,NoStem
times,3,NoStem
locadora,3,NoStem
pampa,1,NoStem
custo,84,NoStem
recursais,799,NoStem
pavilhão,2,NoStem
claudeci,1,NoStem
venosa,4,NoStem
pacificada,54,NoStem
jaques,1,NoStem
560089222801,4,NoStem
recebimento,221,NoStem
201201001962,1,NoStem
rt751,1,NoStem
andamento,37,NoStem
resguardados,6,NoStem
108º,1,NoStem
48horas,1,NoStem
repondo,1,NoStem
restituição,713,NoStem
cuidados,81,NoStem
habilitação,29,NoStem
agendada,2,NoStem
teresa,6,NoStem
201540100927,1,NoStem
definem,2,NoStem
empreitada,3,NoStem
elenaldo,2,NoStem
osembargosnão,12,NoStem
20110800284,6,NoStem
eventual,120,NoStem
201451504152,1,NoStem
novidade,1,NoStem
agendado,3,NoStem
inaplicabilidade,201,NoStem
71002908440,1,NoStem
repartório,1,NoStem
201288703182,1,NoStem
genes,1,NoStem
vazias,1,NoStem
estruturada,1,NoStem
natalino,1,NoStem
natalina,10,NoStem
rt695,1,NoStem
cíveis,500,NoStem
201240300279,1,NoStem
avisando,1,NoStem
nayca,4,NoStem
71004357331,1,NoStem
degraus,1,NoStem
infringe,1,NoStem
201345204571,1,NoStem
adriany,4,NoStem
carteirinha,1,NoStem
destaca,40,NoStem
dasrésem,1,NoStem
adriano,33,NoStem
noites,3,NoStem
201554000823,1,NoStem
posicionamento,328,NoStem
201401004444,2,NoStem
colegio,1,NoStem
semipresencial,3,NoStem
genelene,2,NoStem
perspicácia,1,NoStem
fatocaracteriza,1,NoStem
nascem,1,NoStem
buzzi,4,NoStem
mitigados,1,NoStem
nascer,2,NoStem
nasceu,2,NoStem
2011208964,1,NoStem
noticias,3,NoStem
frutifique,1,NoStem
idenização,2,NoStem
tereso,1,NoStem
destaco,89,NoStem
extrajudicial,26,NoStem
prendendo,1,NoStem
tortura,1,NoStem
capacitação,10,NoStem
definiu,2,NoStem
fenômenos,1,NoStem
definir,21,NoStem
armazenamento,27,NoStem
201540100968,1,NoStem
inteireza,1,NoStem
definia,2,NoStem
equivocadamente,11,NoStem
0001746,1,NoStem
ajunho,1,NoStem
12359,1,NoStem
licenciar,1,NoStem
irrelevante,38,NoStem
silvaem,1,NoStem
201451504189,1,NoStem
abrupto,3,NoStem
assuma,1,NoStem
assume,23,NoStem
hsbc,6,NoStem
certisign,3,NoStem
descontentamento,2,NoStem
201401004495,2,NoStem
desvantagem,59,NoStem
nelcina,1,NoStem
florestal,1,NoStem
abrupta,5,NoStem
presidentes,1,NoStem
desconexas,3,NoStem
0001727,1,NoStem
201200202320825,1,NoStem
advogados,33,NoStem
ultrapassasse,1,NoStem
aílton,2,NoStem
gorete,1,NoStem
asfáltica,1,NoStem
mordaz,1,NoStem
201401004483,2,NoStem
71001536572,1,NoStem
notificou,3,NoStem
odireito,2,NoStem
201540100998,1,NoStem
presentesembargosdedeclaraçãoa,7,NoStem
00373,1,NoStem
ressarcível,1,NoStem
condizem,1,NoStem
elenalda,1,NoStem
93fcmacmabmoo1634,1,NoStem
dágua,7,NoStem
rebecca,1,NoStem
demanda,632,NoStem
fabricantes,2,NoStem
frutos,13,NoStem
facada,3,NoStem
recuperarem,1,NoStem
providenciada,7,NoStem
demande,1,NoStem
gildercio,1,NoStem
cedente,10,NoStem
filomena,1,NoStem
colégio,3,NoStem
livredo,1,NoStem
201101001020,2,NoStem
entes,62,NoStem
providenciado,6,NoStem
filomeno,2,NoStem
expungir,2,NoStem
concessa,1,NoStem
criteriosa,14,NoStem
sinalizando,1,NoStem
201101001003,2,NoStem
divulgue,10,NoStem
201101001007,2,NoStem
oautorpede,1,NoStem
acanhadamente,2,NoStem
vingança,2,NoStem
2008901184,7,NoStem
008973,1,NoStem
sseq,6,NoStem
silvano,2,NoStem
prestadora,59,NoStem
denominando,18,NoStem
estagnada,4,NoStem
quebrá,1,NoStem
constrangedor,1,NoStem
administrada,1,NoStem
impingida,1,NoStem
orgânica,10,NoStem
70036823656,2,NoStem
impingido,36,NoStem
eliminando,2,NoStem
inácio,3,NoStem
informativo,4,NoStem
confundirem,2,NoStem
desfazimento,12,NoStem
201301008707,2,NoStem
administrado,14,NoStem
201501000220,2,NoStem
lomes,1,NoStem
deseja,59,NoStem
prejudicou,12,NoStem
parceiros,3,NoStem
direitos,1043,NoStem
recebesse,2,NoStem
oferecê,1,NoStem
0182643,1,NoStem
atitudes,6,NoStem
prestigiar,1,NoStem
desejo,4,NoStem
estruturais,2,NoStem
3706,1,NoStem
módulo,10,NoStem
orgânico,3,NoStem
eletrônicos,8,NoStem
201501002871,2,NoStem
araguaia,2,NoStem
3701,1,NoStem
procedimentalismo,12,NoStem
3702,1,NoStem
operacionalização,1,NoStem
revende,1,NoStem
revenda,5,NoStem
exibida,4,NoStem
exaustivas,1,NoStem
197706552,3,NoStem
postergou,1,NoStem
reponta,1,NoStem
201340503938,1,NoStem
revendo,1,NoStem
08006060033,1,NoStem
3711,1,NoStem
3713,1,NoStem
psique,5,NoStem
sediada,2,NoStem
datas,24,NoStem
eximido,2,NoStem
espancar,3,NoStem
titularizava,1,NoStem
datam,1,NoStem
injustiças,2,NoStem
hábeis,11,NoStem
3727,1,NoStem
2052823677,2,NoStem
silvana,6,NoStem
bandido,1,NoStem
201276000616,1,NoStem
noticiou,2,NoStem
cônego,1,NoStem
colnago,2,NoStem
ilícitos,7,NoStem
conrado,14,NoStem
judicialização,1,NoStem
gizar,3,NoStem
201301008744,2,NoStem
3730,2,NoStem
netoem,1,NoStem
oferece,9,NoStem
3750,1,NoStem
gostaria,6,NoStem
usualmente,6,NoStem
prótese,2,NoStem
martinsirresignado,1,NoStem
faltaram,2,NoStem
sucumbindo,1,NoStem
demando,3,NoStem
descriminadas,1,NoStem
gerenciam,2,NoStem
gerencial,1,NoStem
201140101739,1,NoStem
carvalhido,6,NoStem
3745,1,NoStem
criticar,6,NoStem
adornos,1,NoStem
amigável,4,NoStem
201140101737,1,NoStem
tratasse,2,NoStem
logicamente,7,NoStem
possibilitando,24,NoStem
frustra,1,NoStem
curativas,3,NoStem
voando,2,NoStem
reconhecimento,453,NoStem
3751,1,NoStem
exemplar,3,NoStem
3752,21,NoStem
repetiçãodo,2,NoStem
3756,1,NoStem
mária,1,NoStem
palco,18,NoStem
71004237418,1,NoStem
institução,2,NoStem
retroage,3,NoStem
aquiliana,2,NoStem
confiscados,1,NoStem
devidamente,408,NoStem
fatura,483,NoStem
1105,3,NoStem
1103,1,NoStem
abandonados,1,NoStem
determinarque,1,NoStem
1101,1,NoStem
201501000157,2,NoStem
quinze,286,NoStem
habilita,1,NoStem
3780,1,NoStem
3782,1,NoStem
200988702059,1,NoStem
autorizar,48,NoStem
operação,33,NoStem
câmaras,16,NoStem
autorizam,8,NoStem
diminui,7,NoStem
alçouo,1,NoStem
1118,1,NoStem
mitigação,6,NoStem
1117,1,NoStem
antecipatórias,16,NoStem
1116,1,NoStem
relatado,31,NoStem
1115,1,NoStem
1114,1,NoStem
3773,1,NoStem
3776,1,NoStem
3779,2,NoStem
1119,2,NoStem
pactuada,16,NoStem
outorgante,1,NoStem
amarante,5,NoStem
baasch,1,NoStem
surgiram,2,NoStem
71003622693,1,NoStem
1130,1,NoStem
201483501333,1,NoStem
adaptado,4,NoStem
234093,3,NoStem
pactuado,76,NoStem
110v,2,NoStem
clademir,1,NoStem
1128,3,NoStem
1127,1,NoStem
15h04min,1,NoStem
1126,1,NoStem
1125,1,NoStem
volnei,4,NoStem
reservados,4,NoStem
201301008659,3,NoStem
1122,2,NoStem
daquele,72,NoStem
daquela,41,NoStem
201501000177,3,NoStem
tramitar,8,NoStem
201501002790,2,NoStem
imperioso,46,NoStem
tramitam,3,NoStem
entretenimento,1,NoStem
1143,1,NoStem
compensatório,321,NoStem
1142,1,NoStem
1141,2,NoStem
júlio,3,NoStem
infracional,5,NoStem
imperiosa,34,NoStem
201501000126,2,NoStem
1137,2,NoStem
apellatum,15,NoStem
concentração,2,NoStem
1136,1,NoStem
3796,2,NoStem
hierarquia,64,NoStem
201445202984,1,NoStem
compensatória,69,NoStem
embratel,62,NoStem
nconstitucionalidade,2,NoStem
maciel,9,NoStem
virtude,233,NoStem
201301006025,2,NoStem
1152,1,NoStem
sentençapara,1,NoStem
1150,1,NoStem
201240900038,1,NoStem
autorizem,1,NoStem
1149,1,NoStem
1148,1,NoStem
1147,1,NoStem
201551502467,1,NoStem
neilton,2,NoStem
vigilante,2,NoStem
cadeia,58,NoStem
virtual,205,NoStem
quebra,56,NoStem
201277000363,1,NoStem
elaborando,2,NoStem
1164,1,NoStem
1162,2,NoStem
seguras,5,NoStem
1160,1,NoStem
demnstrados,2,NoStem
cessionários,4,NoStem
alvitrada,1,NoStem
credor,123,NoStem
mabu,1,NoStem
1155,1,NoStem
company,3,NoStem
201501000146,2,NoStem
ferro,12,NoStem
medula,2,NoStem
201501012107,2,NoStem
figurarem,1,NoStem
inapto,8,NoStem
anildes,1,NoStem
inapta,1,NoStem
1175,2,NoStem
1174,1,NoStem
mário,21,NoStem
arbritrado,4,NoStem
1171,1,NoStem
201501000139,1,NoStem
progressão,24,NoStem
1169,1,NoStem
1167,2,NoStem
concerne,46,NoStem
201501000130,2,NoStem
pornemorizada,1,NoStem
júlia,9,NoStem
201501000134,1,NoStem
daatitude,1,NoStem
quinta,35,NoStem
poterior,1,NoStem
desbloqueada,1,NoStem
resistida,3,NoStem
aplicável,158,NoStem
1185,3,NoStem
isonomia,11,NoStem
desbloqueado,5,NoStem
201301006074,2,NoStem
fiduciariamente,2,NoStem
curto,28,NoStem
regulada,12,NoStem
1179,1,NoStem
diálogo,1,NoStem
1177,1,NoStem
moldura,1,NoStem
despachadas,1,NoStem
201451504316,1,NoStem
ilícitas,6,NoStem
cometida,7,NoStem
ofertaram,1,NoStem
regulado,5,NoStem
mada,1,NoStem
00558,2,NoStem
ligando,2,NoStem
pressuposto,19,NoStem
parceiras,2,NoStem
1198,1,NoStem
1196,1,NoStem
atendimento,335,NoStem
1194,1,NoStem
schwartz,1,NoStem
alline,1,NoStem
curso,261,NoStem
palma,4,NoStem
filmes,1,NoStem
201040502962,1,NoStem
netose,1,NoStem
status,20,NoStem
curva,1,NoStem
privou,3,NoStem
tornava,1,NoStem
201340202656,1,NoStem
modificativo,99,NoStem
transcorrido,8,NoStem
portugal,1,NoStem
ascontrarrazõessão,1,NoStem
exordialrestituição,1,NoStem
estribada,1,NoStem
200955502247,1,NoStem
tornará,1,NoStem
contemporânea,9,NoStem
pavimento,1,NoStem
palio,2,NoStem
modificativa,5,NoStem
filhoirresignado,1,NoStem
f0685,1,NoStem
contemporâneo,1,NoStem
cumulativos,1,NoStem
águade,1,NoStem
duvidassem,1,NoStem
cometido,7,NoStem
compensadas,1,NoStem
200955502259,1,NoStem
tramitem,2,NoStem
citando,14,NoStem
ejurisprudencias,1,NoStem
pretenso,2,NoStem
mail,35,NoStem
vintepor,1,NoStem
maio,733,NoStem
treze,291,NoStem
qualificados,5,NoStem
mais,1310,NoStem
acordar,1,NoStem
200940203165,1,NoStem
201401002003,1,NoStem
acordam,1469,NoStem
intimados,10,NoStem
cautelam,1,NoStem
cautelas,200,NoStem
credit,3,NoStem
pretensa,2,NoStem
cautelar,148,NoStem
maia,22,NoStem
busque,8,NoStem
oitavo,1,NoStem
exemplos,3,NoStem
profiram,5,NoStem
201190001519,1,NoStem
zavascki,24,NoStem
diminua,1,NoStem
ofenderia,1,NoStem
maruim,33,NoStem
homenageando,1,NoStem
travagem,1,NoStem
salvador,43,NoStem
rt649,1,NoStem
ellen,68,NoStem
fabricado,11,NoStem
mondial,2,NoStem
rodasse,1,NoStem
201253501401,1,NoStem
oitava,4,NoStem
queexplica,1,NoStem
prejudicar,14,NoStem
dedocumento,1,NoStem
427396,1,NoStem
desrespeitosa,3,NoStem
201251501784,1,NoStem
opagamento,3,NoStem
autodeterminação,5,NoStem
travessa,1,NoStem
00533,1,NoStem
desrespeitoso,4,NoStem
quinto,1,NoStem
crescente,2,NoStem
eximirá,1,NoStem
autorizou,12,NoStem
evandro,2,NoStem
201555502033,1,NoStem
citanda,1,NoStem
00,4337,NoStem
hammerschmidt,1,NoStem
01,1099,NoStem
02,1192,NoStem
201401004590,2,NoStem
03,1172,NoStem
oceanair,1,NoStem
04,1239,NoStem
05,1285,NoStem
06,1389,NoStem
07,1185,NoStem
08,1231,NoStem
09,1238,NoStem
sanados,30,NoStem
prudente,24,NoStem
impróprios,21,NoStem
prisão,13,NoStem
bank,1,NoStem
aceita,15,NoStem
mama,2,NoStem
10,2424,NoStem
11,3170,NoStem
passarela,1,NoStem
desfez,1,NoStem
12,2099,NoStem
desaparecimento,7,NoStem
13,810,NoStem
14,1500,NoStem
resguardadas,1,NoStem
15,1006,NoStem
honorio,1,NoStem
16,573,NoStem
17,480,NoStem
201345204420,1,NoStem
18,1156,NoStem
19,609,NoStem
sedurb,4,NoStem
201288801846,1,NoStem
demonstrem,13,NoStem
rt576,1,NoStem
201401004574,2,NoStem
varegista,1,NoStem
mala,12,NoStem
comprada,8,NoStem
201401004578,1,NoStem
majorar,251,NoStem
tramitou,8,NoStem
20,1646,NoStem
amparados,1,NoStem
21,458,NoStem
22,559,NoStem
preparados,3,NoStem
23,506,NoStem
24,499,NoStem
25,559,NoStem
26,607,NoStem
côrtesa,1,NoStem
ocasionara,1,NoStem
27,505,NoStem
28,484,NoStem
29,592,NoStem
probidade,2,NoStem
verossímeis,12,NoStem
1a,3,NoStem
fimparadeclararinexistente,1,NoStem
escola,8,NoStem
608482,4,NoStem
ampola,1,NoStem
30,688,NoStem
31,486,NoStem
1o,25,NoStem
32,102,NoStem
império,1,NoStem
33,49,NoStem
34,56,NoStem
35,52,NoStem
36,32,NoStem
37,211,NoStem
38,887,NoStem
39,71,NoStem
ilustre,34,NoStem
lomonaco,1,NoStem
aceito,21,NoStem
provimentoao,32,NoStem
2a,57,NoStem
2b,1,NoStem
aercio,1,NoStem
equilibrar,6,NoStem
201401004553,1,NoStem
40,646,NoStem
41,44,NoStem
2o,11,NoStem
42,238,NoStem
43,47,NoStem
aconstituiçãoda,1,NoStem
44,37,NoStem
45,43,NoStem
46,1315,NoStem
47,17,NoStem
48,428,NoStem
49,40,NoStem
possibilitou,7,NoStem
desequilibrio,1,NoStem
70033475898,1,NoStem
3a,3,NoStem
3d,1,NoStem
3g,5,NoStem
50,841,NoStem
aceitá,1,NoStem
51,143,NoStem
3o,14,NoStem
52,56,NoStem
53,24,NoStem
54,270,NoStem
propriedades,1,NoStem
55,920,NoStem
56,21,NoStem
balson,2,NoStem
57,11,NoStem
58,18,NoStem
chamariz,1,NoStem
59,16,NoStem
1º,3067,NoStem
distrato,10,NoStem
4a,6,NoStem
segurou,1,NoStem
demonstram,68,NoStem
4g,4,NoStem
adailton,48,NoStem
demonstrar,172,NoStem
acadêmico,2,NoStem
stumpf,2,NoStem
60,124,NoStem
transnacionalidade,2,NoStem
61,38,NoStem
4o,7,NoStem
62,246,NoStem
63,12,NoStem
seguros,257,NoStem
64,16,NoStem
65,32,NoStem
66,53,NoStem
4t,2,NoStem
67,17,NoStem
68,30,NoStem
201340501467,1,NoStem
69,27,NoStem
maso,1,NoStem
acadêmica,1,NoStem
2º,1381,NoStem
lançar,1,NoStem
exaustivamente,6,NoStem
teatros,1,NoStem
comprado,11,NoStem
hipertensão,4,NoStem
cálculo,217,NoStem
70,39,NoStem
risível,1,NoStem
5o,8,NoStem
71,23,NoStem
encomex,1,NoStem
72,32,NoStem
gratuidadecom,2,NoStem
73,47,NoStem
74,961,NoStem
75,39,NoStem
bate,2,NoStem
76,43,NoStem
passagens,85,NoStem
77,26,NoStem
denunciados,4,NoStem
78,28,NoStem
79,98,NoStem
promovero,1,NoStem
3º,1208,NoStem
mary,9,NoStem
estradas,1,NoStem
monetáriadesde,4,NoStem
providenciou,11,NoStem
mara,2,NoStem
201145201961,1,NoStem
201240300377,1,NoStem
baso,1,NoStem
201240300378,1,NoStem
201541100621,1,NoStem
rt591,1,NoStem
80,119,NoStem
mari,3,NoStem
81,45,NoStem
milton,5,NoStem
6o,7,NoStem
82,16,NoStem
83,61,NoStem
84,30,NoStem
201040500366,1,NoStem
informatica,6,NoStem
85,39,NoStem
86,18,NoStem
base,816,NoStem
87,107,NoStem
88,95,NoStem
maus,31,NoStem
89,23,NoStem
grazziela,1,NoStem
4º,452,NoStem
7a,1,NoStem
pedidos,595,NoStem
incentivo,1,NoStem
atingia,3,NoStem
detentores,2,NoStem
201501002747,1,NoStem
atingir,31,NoStem
atingiu,16,NoStem
obtenção,58,NoStem
impedimento,34,NoStem
2010206640,1,NoStem
90,236,NoStem
91,23,NoStem
porgerinaldo,1,NoStem
7o,7,NoStem
92,26,NoStem
escova,5,NoStem
talões,5,NoStem
93,31,NoStem
94,54,NoStem
95,3260,NoStem
96,95,NoStem
20100310042032acj,1,NoStem
97,224,NoStem
98,218,NoStem
99,59,NoStem
bonfim,4,NoStem
5º,629,NoStem
prescritibilidade,1,NoStem
sucumbência,339,NoStem
congelado,3,NoStem
8d,1,NoStem
sálvio,30,NoStem
desintoxicação,1,NoStem
mata,6,NoStem
sentençaapenaspara,2,NoStem
mato,6,NoStem
3800,1,NoStem
osrequeridos,1,NoStem
6º,331,NoStem
virada,2,NoStem
controversia,1,NoStem
201501002768,2,NoStem
éjurídica,1,NoStem
3819,1,NoStem
dquirido,1,NoStem
possibilitar,20,NoStem
prejudicialidade,20,NoStem
soraya,2,NoStem
201285500927,1,NoStem
dermatites,1,NoStem
europa,1,NoStem
pretenda,2,NoStem
doconcursopúbliconão,1,NoStem
7º,278,NoStem
atribuições,27,NoStem
governamental,7,NoStem
atenciosamente,1,NoStem
chancelar,1,NoStem
dquirida,1,NoStem
pretende,389,NoStem
demonstrou,68,NoStem
herika,1,NoStem
vigilância,27,NoStem
3821,1,NoStem
3824,1,NoStem
sujeições,2,NoStem
8º,325,NoStem
vésperas,5,NoStem
carlito,2,NoStem
71002752111,1,NoStem
moreno,5,NoStem
amparadas,2,NoStem
expressivo,1,NoStem
201501002709,1,NoStem
demandantes,25,NoStem
descambando,1,NoStem
jgarantido,1,NoStem
3837,1,NoStem
201501002701,6,NoStem
detentoras,1,NoStem
ocupava,2,NoStem
201501002706,2,NoStem
àempresa,1,NoStem
ocasionada,15,NoStem
3831,1,NoStem
m30034790,1,NoStem
expressiva,1,NoStem
ocasionado,19,NoStem
9º,21,NoStem
zorilda,1,NoStem
traça,1,NoStem
jamile,2,NoStem
legislativas,29,NoStem
20131081838230,1,NoStem
adiantamento,10,NoStem
jjuizados,1,NoStem
magazineirresignada,1,NoStem
maxi,3,NoStem
controversas,2,NoStem
regularmente,44,NoStem
transcorreram,3,NoStem
compensados,5,NoStem
3846,1,NoStem
comercializaria,2,NoStem
stod,1,NoStem
escopo,35,NoStem
possibilitem,1,NoStem
esferas,4,NoStem
verificável,1,NoStem
71001764141,5,NoStem
201288703058,1,NoStem
20142299162725,1,NoStem
ultrapassaria,2,NoStem
dessaune111,2,NoStem
traço,2,NoStem
mendonca,6,NoStem
houveexposição,1,NoStem
embargose,3,NoStem
recepcionada,2,NoStem
savergnini,2,NoStem
qualificadas,2,NoStem
macular,11,NoStem
10mb,1,NoStem
hospitais,9,NoStem
3871,2,NoStem
efetuação,2,NoStem
recepcionado,3,NoStem
ressarcibilidade,1,NoStem
201340802321,1,NoStem
201140400130,1,NoStem
1205,1,NoStem
capitalista,3,NoStem
1203,1,NoStem
201288801873,1,NoStem
frederico,15,NoStem
1201,2,NoStem
1200,1,NoStem
uteis,1,NoStem
3862,1,NoStem
3867,1,NoStem
562693,1,NoStem
1207,1,NoStem
restrição,220,NoStem
houvedemora,1,NoStem
desrespeitoao,1,NoStem
contratualmente,33,NoStem
examinados,3,NoStem
examinador,6,NoStem
3880,1,NoStem
malária,9,NoStem
200881200681,1,NoStem
avalie,1,NoStem
sacados,2,NoStem
1217,1,NoStem
acomodados,6,NoStem
pagameto,1,NoStem
cumulação,27,NoStem
jailsson,1,NoStem
comprovouo,1,NoStem
3873,1,NoStem
3874,1,NoStem
arrazoado,1,NoStem
restituíveis,3,NoStem
estigma,1,NoStem
3878,1,NoStem
inescondível,1,NoStem
3892,1,NoStem
3893,1,NoStem
máximos,3,NoStem
ressarcirdanos,1,NoStem
porémde,2,NoStem
prefacial,9,NoStem
1228,1,NoStem
1223,1,NoStem
201301008999,2,NoStem
1221,1,NoStem
josete,2,NoStem
3886,1,NoStem
artigos,279,NoStem
3888,1,NoStem
docondômino,1,NoStem
3889,1,NoStem
1229,1,NoStem
realtora,1,NoStem
disparidade,18,NoStem
persecução,7,NoStem
articulado,1,NoStem
aoquantum,1,NoStem
1239,1,NoStem
1238,1,NoStem
improcedem,3,NoStem
sanadas,7,NoStem
mobilização,5,NoStem
articulada,40,NoStem
3899,1,NoStem
mecanica,1,NoStem
controversos,1,NoStem
quesinval,1,NoStem
201501012021,1,NoStem
1253,1,NoStem
passariam,1,NoStem
creche,6,NoStem
penitenciária,1,NoStem
1249,1,NoStem
côrtes,21,NoStem
riachuelo,18,NoStem
20142299164939,1,NoStem
1246,1,NoStem
habilitados,7,NoStem
201501000055,2,NoStem
impróprio,24,NoStem
201501000057,4,NoStem
solvidas,1,NoStem
implementados,1,NoStem
insignificante,1,NoStem
emergencial,20,NoStem
provoca,24,NoStem
realçar,2,NoStem
complemento,36,NoStem
baseno,1,NoStem
1255,1,NoStem
reacomodado,1,NoStem
201501002665,2,NoStem
avontade,1,NoStem
pertenciam,1,NoStem
alertá,4,NoStem
201301006380,2,NoStem
emissoras,1,NoStem
hierarquizada,2,NoStem
ressoa,1,NoStem
1274,1,NoStem
damião,2,NoStem
201301006382,8,NoStem
201255501231,1,NoStem
baseou,5,NoStem
quantitativos,2,NoStem
digibrás,2,NoStem
1266,1,NoStem
amplos,6,NoStem
http,34,NoStem
hierarquizado,4,NoStem
tribanco,1,NoStem
livraria,17,NoStem
contrapostos,1,NoStem
1286,2,NoStem
majorou,2,NoStem
